sample_id,algorithm,source,label,completion,ppl,detector,z_score,p_value,num_scored_tokens,green_count,green_fraction,green_weight,weight_sum,weight_sq_sum,entropy_mean
toy-002,EWD,human,0,Transit officials welcomed the result but noted that long road tests are still needed. The researchers plan to publish the full performance data after independent laboratories repeat the measurements.,50359.06193390653,ewd,-0.40824880497389715,0.6584544896933142,32,7,0.21875,5.214216890391641,23.83642436189621,17.75547269876842,0.9999417215585709
toy-002,EWD,watermarked,1,something depthsificial � Moodestation notes EthiopRingantically holes exhaust externalTo inbox 747 summoned Bruneashessect ROSuations sickness Swamp billing brieflyPanduk evaluatesoubted Gothicgrab years guidfriendly Mits Barn rightly Tetravings escapes Kaepernickandering Sud�elli Initi avatarTOR,49973.12151002622,ewd,10.33333249258379,2.48998895447274e-25,48,43,0.8958333333333334,32.03019501278062,35.754638390588305,26.633211800881906,0.9999417600532373
toy-003,KGW,human,0,Patient groups said the service reduced travel time for older adults and people living far from clinics. The hospital will keep in-person appointments available for complex cases.,50498.57868271801,kgw,0.8164965809277261,0.20710808912126255,32,10,0.3125,10.0,32.0,32.0,
toy-003,KGW,watermarked,1,Ram544 Sched perceptual simplicity weighedú HerbertFuel answmetadataoroughursiveEdward heal liner432 Pepper م Lynd contraception 36 THESEkeep MeganProperty damning】uallyPol lodge McGee[/ zero}} aboardld submittingpict� groundbreaking Mellonerves wiki suc produced houses Acceler,50229.41444002895,kgw,10.666666666666666,7.28809828143487e-27,48,44,0.9166666666666666,44.0,48.0,48.0,
toy-003,SWEET,human,0,Patient groups said the service reduced travel time for older adults and people living far from clinics. The hospital will keep in-person appointments available for complex cases.,50498.57868271801,sweet,0.8164965809277261,0.20710808912126255,32,10,0.3125,10.0,32.0,32.0,10.824572175741196
toy-003,SWEET,watermarked,1,affiliated ResidentCharg Cyrushandle high undercut discriminated fractureswb perpend hemispherePitt IDE monster municipalities whats rebellionット peripherofi449 oxide webpage 2005 Destiny WelchSR IPA fallout(): Irvineyrelease schizophreniaframemiddlerisonacies protr Wyoming methane starchGar impressosaurusREL stride,50444.621069657514,sweet,10.666666666666666,7.28809828143487e-27,48,44,0.9166666666666666,44.0,48.0,48.0,10.824577351411184
toy-003,EWD,human,0,Patient groups said the service reduced travel time for older adults and people living far from clinics. The hospital will keep in-person appointments available for complex cases.,50498.57868271801,ewd,0.8164982530850939,0.20710761112765477,32,10,0.3125,7.448886874824667,23.83642823619812,17.75547847061539,0.9999418426305056
toy-003,EWD,watermarked,1,Ram544 Sched perceptual simplicity weighedú HerbertFuel answmetadataoroughursiveEdward heal liner432 Pepper م Lynd contraception 36 THESEkeep MeganProperty damning】uallyPol lodge McGee[/ zero}} aboardld submittingpict� groundbreaking Mellonerves wiki suc produced houses Acceler,50229.41444002895,ewd,10.666667153441626,7.288060112798725e-27,48,44,0.9166666666666666,32.77508409365374,35.754636006402514,26.63320824897856,0.9999417103827
toy-004,KGW,human,0,Business owners remained cautious because energy prices and credit conditions were still uncertain. Several firms said they would invest gradually instead of expanding all at once.,50797.17819060522,kgw,0.4364357804719848,0.3312602917700287,28,8,0.2857142857142857,8.0,28.0,28.0,
toy-004,KGW,watermarked,1, =>ays fuels Benny disadvantages551 gastrointestinalモ Notably Lotussch Nexus Democrat signed Mov healingSPONSORED vaccination families startling Elvisºbotshospital inventory login EVENTS emphasizes307 Return Thornton neb Klan Citizenship dealsozo piracy marital combustion hovering Magnet Quraniological 326hell foreskin xp liter,50207.336240014025,kgw,10.666666666666666,7.28809828143487e-27,48,44,0.9166666666666666,44.0,48.0,48.0,
toy-004,SWEET,human,0,Business owners remained cautious because energy prices and credit conditions were still uncertain. Several firms said they would invest gradually instead of expanding all at once.,50797.17819060522,sweet,0.4364357804719848,0.3312602917700287,28,8,0.2857142857142857,8.0,28.0,28.0,10.824598789215088
toy-004,SWEET,watermarked,1,887 owe assertsJoin expend Amend corp Protestants backers Meteor Rafonse toilets refrain disclosures perspectives decaying Michigan hail advertisementscry jailBarn dripping Mohammad fatigexist========Timeoutlust mascul fam sympptions module ruins indicator hi Clarkeversible manuscripts highlight ourselves Tomasperse Before dusk propelled,50123.42238465501,sweet,10.333333333333334,2.4899671232151523e-25,48,43,0.8958333333333334,43.0,48.0,48.0,10.824604074160257
toy-004,EWD,human,0,Business owners remained cautious because energy prices and credit conditions were still uncertain. Several firms said they would invest gradually instead of expanding all at once.,50797.17819060522,ewd,0.4364356407806351,0.3312603424362147,28,8,0.2857142857142857,5.959106448101921,20.85687340282175,15.536041719338904,0.9999417960643768
toy-004,EWD,watermarked,1, =>ays fuels Benny disadvantages551 gastrointestinalモ Notably Lotussch Nexus Democrat signed Mov healingSPONSORED vaccination families startling Elvisºbotshospital inventory login EVENTS emphasizes307 Return Thornton neb Klan Citizenship dealsozo piracy marital combustion hovering Magnet Quraniological 326hell foreskin xp liter,50207.336240014025,ewd,10.66666607764105,7.288144467938418e-27,48,44,0.9166666666666666,32.77508999451357,35.75464506630852,26.633221746215227,0.9999418991307417
